lokasi;Sentimen;komentar
Bukit Jaddhih;Negatif;"Banyak yang bilang banyak pungli, mungkin iya,
Masuk kita di minta parkir 20.000 untuk mobil,
Kemudian di jalan kita di cegat dan di arahkan masuk ke gua masuk bayar lagi …"
Bukit Jaddhih;Negatif;Sepi dan kurang perawatan setelah covid.  Wisata murah fan menarik
Bukit Jaddhih;Negatif;Sayang pas kesini Air kolamnya  gak ada
Bukit Jaddhih;Netral;Bukit Jaddih sejatinya adalah tambang kapur. Uniknya, saat ini pertambangan masih berlangsung, sehingga ada alat berat dan truk yang berlalu-lalang mengangkut batu kapur. …
Bukit Jaddhih;Negatif;Pamandangannya bukit bekas hasil tambang kapur cakep banget (instagramable)..cm sayang aksesnya kesana harus melewati jalanan rusak (jadi akses kluar masuk truk tambang juga). Saya naik mobil dikenakan karcis 20ribu di akses masuk …
Bukit Jaddhih;Negatif;"Bagus buat foto2.. sayangnya jalan menuju TKP masih kurang bagus. Juga fasum agar ditingkatnya shg pengunjung nyaman..
Semoga kedepan makin tertata..???????? …"
Bukit Jaddhih;Negatif;Parkiran cukup luas, mushola & kamar mandi cukup jauh hanya terletak di jalan masuk sebelum lokasi. Ada perahu getek juga. Terdapat banyak warung kopi. Hanya saja banyak pungli. Kurang lebih 3X harus bayar 'tiket' yang tidak jelas
Bukit Jaddhih;Negatif;"Kurang bagus terutama di bagian tiket...
Terlalu banyak minta uang atau tidak resmi.
Uang masuk 30rbu katanya sudah free sampai tempat. …"
Bukit Jaddhih;Negatif;wisata yg masih tergolong mahal, dengan pemandangan & suasana seperti itu : panas, gersang,  fasilitas minim, kotor & banyak pungli.  untuk menuju lokasi ini saja harus berhati2 dgn jalan sempit & berlubang, polisi tidur dimana2, pengendara …
Bukit Jaddhih;Negatif;Ada 3 spot wisata yang bisa kita kunjungi. Ada kolam renang, Danau Biru, atau naik ke Bukit. Kalau mau ke Bukit Harus lebih hati-hati karena melewati jalan kendaraan penambangan batu kapur. Jalannya menanjak dan tidak rata. Sampai di atas …
Bukit Jaddhih;Positif;Menuju Bukit Jeddih dari pintu keluar Jembatan Suramadu lurus saja, di pertigaan besar pertama belok kiri, ikuti jalan kecil aspal, hati hati bila terjadi simpangan dengan mobil, harus mengalah. Pintu masuknya tersamar, tidak ada petunjuk …
Bukit Jaddhih;Negatif;Cuacanya panas, saya sarankan untuk kesini pagi-pagi agar tidak terlalu panas. Hati-hati dengan pungli. Sepanjang perjalanan ada beberapa point dimana kita akan diminta pungli atas nama kas desa, sumbangan desa dan sebagainya. Waktu itu …
Bukit Jaddhih;Negatif;Kesini sudah 3 kali dengan rombongan teman dan keluarga. Tempatnya luas banget, cuma agak panas ya
Bukit Jaddhih;Negatif;Sangat disayangkan potensi wisata madura yang seharusnya bisa menjadi ikon wisata bangkalan tetapi masih banyak pungli dan keamanan menuju lokasi membuat wisatawan berpikir 2x untuk berkunjung kesini. Saya sebagai warga Bangkalan juga cukup …
Bukit Jaddhih;Negatif;Tempaynya sangat panas.. Ini adalah semacam tebing kapur yang masih d kelolah secara tradisional oleh penduduk sekitar.. Saat maret 2018 saya ke sana pekerja juga sedang membuat kamar2 yg nantinya akan d sewakan untuk pengunjung. Kamar …
Bukit Jaddhih;Positif;"Masih belum terkelola dengan baik... Mungkin karena obyek wisata masih baru...
Lagian masih banyak truk proyek yang bersliweran.... Dan masih ada pengerjaan proyek penggalian untuk batu bata putih. …"
Bukit Jaddhih;Negatif;Sangat oke tempatnya igable banget! Cuman jalanan kesini rada jelek, dan mayan lah dari kluaran suramadu. Worth it tapii ???? …
Bukit Jaddhih;Negatif;Pas ga keliatan putih karena musim hujan.Jalan masuknya ancur.bayar 3x ?? …
Bukit Jaddhih;Positif;Baru aja nyobain lagi datang kesini setelah beberapa tahun engga ke bukit jaddih.. entah karena lagi pandemi, yang datang kesini jauh lebih sedikit daripada dulu.. malah tadi saja sendiri saja yang datang.. di pintu masuk, ada retribusi …
Bukit Jaddhih;Negatif;Masih perlu perhatian dr pemerintah setempat.akses jln menuju lokasi msh bergelombang.meskipun panas tp asyik buat berfoto2 ria.
Bukit Jaddhih;Positif;Kunjungan tanggal 21 November 2021. Info tiket untuk pengendara sepeda motor dikenakan tarif Rp10.000,- per sepeda motor. Tiket masuk beda lagi, tiket masuk Rp5.000,- per orang. Saya sempat tanya ke pihak yang meminta tiket masuk, katanya …
Bukit Jaddhih;Negatif;hati2 pungli di area wisata.. biaya masuk hanya 1x, berbeda dgn biaya utk berenang. siap sedia kacamata dan masker krna debu kapur banyak berterbangan, terutama saat panas
Bukit Jaddhih;Positif;"Actually B aja :')
Tapi kalo serius dirawat pasti keren banget sih
Misalnya tiap kali lumut keluar, dibersihin biar kembali putih bersih
Trus airnya juga, dijaga dari sampah biar lebih jernih"
Bukit Jaddhih;Negatif;Masih ada pungli di beberapa lokasi. Pas masuk ditarik 10rb/motor. Mau masuk ke danau ditarik lagi 5rb/org
Bukit Jaddhih;Negatif;Untuk pemandangan bukit kapur dan kita bisa masuk ke dalam goa termasuk experince lain yg patut dicoba, tp syg akses kesini jalannya lumayan jelek
Bukit Jaddhih;Negatif;Baru pertama kali tempatnya cukup jauh dari Kota Surabaya, berhati-hati dengan map google titik lokasinya salah, makanya kemarin tanya ke orang desa atau kampung bicaranya tidak begitu jelas, tempatnya tidak memiliki tanda papan nama …
Bukit Jaddhih;Negatif;Saya kemaren baru Dari sana pintu masuk pertama d Minta karcis d tengah jln d pinta lagi sudah d dalm d minta nya lagi terlalu Banyak pungli fasilitas apapun gk Ada sangat mengecewakan
Bukit Jaddhih;Negatif;Waktu kesana sepi bangeett, dan yaa kek ada pungli gitu yaa, si bapak2 minta bayar masuk padahal udah ada loket tiketnya. Tapi yauda gapapa bayar ajaa, dripada nnti kenapa2. …
Bukit Jaddhih;Negatif;Akses ke wisata ini masih jelek, ada tarik'an d awal yang ngeprank wisatawan, selain itu harga msuk msih ok si..
Bukit Jaddhih;Negatif;Hhhhmmmm... Banyak pungli, kurang nyaman karena banyak pungli. Panas dan berdebu ternyata, saya sarankan membawa kacamata biar gak kelilipan Dan sunblock biar kulit gak gosong. sepertinya cukup sekali saja berkunjung bukit Jadih, semoga kedepannya dikelola menjadi lebih baik untuk destinasi wisata yang nyaman
Bukit Jaddhih;Negatif;Awal masuk biaya persebeda motor 10.000, biaya parkir 10.000. Kalau saat ini bangunan nya warna nya lebih ke menghitam,  area kurang di perhatikan untuk perbaikan tempat wisatanya.
Bukit Jaddhih;Netral;Saya kasih bintang 1 dulu. Klo sudah tdk ada banyak pungli baru saya kasih bintang 5?? …
Bukit Jaddhih;Negatif;Tempatnya agak mbrasak jalan masuknya agak rusak dan berdebu jadi siapin masker dan biasanya ada warga yang meminta biaya illegal seperti satu mobil sepuluh ribu sama per orang lima ribu dan itu nggak sekali tapi berkali kali seharusnya …
Bukit Jaddhih;Negatif;For the first time ksana .. kbetulan pakai plat B waktu ksana,ktmu hanya 1 pungli,tp disuruh jln trus,krn blgnya mw ke rmh kluarga d dlm,pdhl sih mw wisata, ksana ngandelin gmaps, masuk mobil 15rb dan per orang dikenakan 5rb rupiah, tempat …
Bukit Jaddhih;Negatif;Bawalah banyak uang karena banyak preman pungli, pun yang mengaku resmi bertiket. Mulai masuk jalan akses sudah ditarik infaq, kemudian maju beberapa ratus meter ada pos tiket lagi, nanti mau masuk & parkir di Goa Pote juga disuruh bayar …
Bukit Jaddhih;Negatif;Tidak direkomendasikan kesana dalam minggu minggu ini, karena kolamnya lagi dikuras, sangat mengecewakan pokoknya. Apalagi penjaga tiketnya nggak ngomong pula, udah bayar 5rb per orang tapi kolamnya gaada. Cuma bisa liat bapak bapak lagi …
Bukit Jaddhih;Negatif;Kurang rekomended. Karna pertama aksesibilitas nya kurang. Jalannya sempit dan agak sepi sehingga tidak meyakinkan dan berbahaya menurut saya kalo tidak rame2. Kurang worth it. Tidak jelas informasinya pintu masuknya dan tiba2 ada yang …
Bukit Jaddhih;Negatif;"Bukit kapur biasa, tak ada yang spesial. Objek yg ""dijual"" hanya bekas gua2 dan lubang penambangan. Selebihnya tak ada yg bisa dinikmati. lokasi lumayan jauh dan jalan kurang begitu baik. Retribusi masyarakat dimana-mana, menambah …"
Bukit Jaddhih;Negatif;Ini salah satu tempat penambangan batu kapur namun cukup instagramable di Madura. Hanya amat disayangkan krn tempat ini belum dikelola dengan baik sehingga benar2 dari jalan masuk, pengelolaan, parkir hingga tiket masuk masih berantakan. …
Bukit Jaddhih;Negatif;Suasana alam yg menakjubkan tp sayang kurang terawat dan kurang lengkap fasilitasnya
Bukit Jaddhih;Negatif;Panas, debu banyak, harus pake masker, sangat cocok untuk off-road, hamparan pasir putih dari batuan kapur, tutup jam 5, banyak truk pengangkut batu.
Bukit Jaddhih;Netral;Jalanan menuju tkp berdebu dan rusak,,taman wisata kurang terawat. Cuaca panas terik.
Bukit Jaddhih;Positif;PARKIR HABIS 60RB!?? Emezing. tiap spot foto ditarikin duit20rb untuk parkir mobil. Pintu masuk ditarik 20rb di kasi karcis, naik keatas lagi di cegat, ditarok lg 20rb wkwkw dikasi karcis ntah untuk apa, kalaupun untuk parkir, pulangnya gak …
Bukit Jaddhih;Positif;"Ada pemandian nya jg.
Tiap ada palang harus bayar.
Per mobil 10.000 kemudian per orang 3.000"
Bukit Jaddhih;Negatif;Instagrammable tapi jelas panas, kering dan medan untuk kesana tidak bisa digolongkan mudah. Karena kemarau, saat saya kesana di Goa Pote tidak ada airnya.
Bukit Jaddhih;Netral;Akses jalan yang kurang memadai masih  menjadi masalah saat ingin mengunjungi tempat wisata ini. Jalanan menuju tempat ini masih tergolong kecil dan sepi. Sangat rawan saat malam hari. …
Bukit Jaddhih;Positif;Salah satu wisata di madura, menawarkan pemandangan bukit kapur yang dimana masih terdapat aktifitas penambangan untuk di ambil kapurnya. Hanya memberikan bintang 3 karena banyak terdapat sampah berserakan, dan wisata seakan “alakadarnya”. …
Bukit Jaddhih;Negatif;Gak sengaja datang kesini karena ada waktu kosong saat main ke madura.  Lihat ada objek wisata terdekat langsung saya mampir. Pertama kecewa karena lokasinya sangat tidak aman mengingat masih ada kegiatan penambangan dengan suara alat berat …
Bukit Jaddhih;Positif;Alhamdulillah pertama kali kesana ngga kena pungli, cuma bayar 5 ribu aja pas masuk sama ibu-ibu yang jaga warung. Saya sarankan berangkat pagi saja biar ga kepanasan. Karena saya berangkat agak siang jadi sampai sana sangat panas sekali …
Bukit Jaddhih;Negatif;Hawa panas luar biasa. Naik kapal 5000\orang. Uang masuk 25.000\mobil
Bukit Jaddhih;Negatif;Instragrameble.... Tp banyak pungli (karna hampir tiap portal dikenakan biaya masuk 20rb)
Bukit Jaddhih;Negatif;"karcis nya 2 x mahal potongan kaya preman smua
makanya sepi 0engunjung"
Bukit Jaddhih;Negatif;Kondisi saat ini sudah kurang terawat mungkin karena lamanya masa pandemi dan masim kemarau, danau, kolam menjadi kering. Pengunjung juga tidak ramai.
Bukit Jaddhih;Negatif;"Masuk dr kampung sudah di Pungli..
Masuk ke Area di tarik bayar karcis 20K untuk mobil..
Terus pas parkir bayar lagi..
?? …"
Bukit Jaddhih;Negatif;"Bukit kapur. Waktu kesana bulan oktober panas banget. Dan berdebu banget. Masih ada perbaikan dan penyempurnaan sich. Cuma untuk debu kapurnya itu.....
Belum dikekola dgn baik. Untuk parkir aja hrs 2x bayar, belum dihitung lagi per orangnya. Sayang banget"
Bukit Jaddhih;Negatif;Tempatnya biasa aja sih, dan u know puanaaaaasssnya minta ampun. Kalo gamau gosong pake sunblock spf 50++ 2botol deh ?? jalan masuknya ga lebar, jalan desa gitu dimintain sumbangan seikhlasnya. Nah terus agak majuan dikit ada loketnya 1 …
Bukit Jaddhih;Negatif;"Instagramable tapi panas sih.
Karena memang area bukit kapur yak masih ada aktivitas tambang(?) Jadi mayan punya backsound khas :)) …"
Bukit Jaddhih;Negatif;"Tukang karcis tidak ramah sekali. Tempat wisatanya tidak terawat. Kotor dan tandus, airnya jg keruh bgt.
Tidak rekomen bgt dech...."
Bukit Jaddhih;Negatif;Tempat cukup sepi saat weekday, dan jika weekend sebaliknya. Jalan dari gang masuk sampai ke dalam bukit cukup berpasir sehingga cukup susah dan berdebu jika mengendarai motor.
Bukit Jaddhih;Negatif;Kurang sip. . Pemerintah setempat harus mengelola tempat wisata biar lebih bagus untuk dikunjungi. . Perlu di tambah gazebo ataupun foodcourt biar bisa menjadi tempat bersantai
Bukit Jaddhih;Negatif;Syang sekali tempatnya kurang terawat mungkin karena pandemi..
Bukit Jaddhih;Negatif;Perlu pemerintah untuk mengolah.. terlalu bnyak pungli dan butuh pengolahan.untuk pariwisata.. banyak proyek
Bukit Jaddhih;Negatif;"Tempatnya unik, tapi sangat berdebu..
Kurang nyaman untuk berlama-lama atau bawa anak kecil ke sini."
Bukit Jaddhih;Negatif;Saya sudah 2x kesini, memang dekat dengan rumah tapi jalannya belum terlalu baik saat masuk wilayah perkampungan, apalagi tiket masuknya, banyak sekali. Saya kaget sekali.semoga kedepan pengelolaanya lebih baik lagi, karena jarang sekali ada tempat wisata di bangkalan.
Bukit Jaddhih;Negatif;Saya pernah kesini. Waktu itu musim hujan jadi jalannya ada beberapa titik yang becek. Dari jalan raya begitu belok masuk jalan menuju bukit udah dicegat sama oknum yg ngaku petugas tiket masuk, padahal menurut saya dia ga resmi. Tiap spot …
Bukit Jaddhih;Negatif;Katanya sedikir rawan terutama bagi pengunjung dg plat nmr luar daerah itu. Mungkin baiknya kesama bersama teman2 asli sana. Over all tempatnya bagus. Makin puncak bisa liat bangkalan dari atas
Bukit Jaddhih;Negatif;cocok buat hunting foto, kalo musim panas kesini jgn lupa bawa payung yaa
Bukit Jaddhih;Negatif;Agak ngeri tempatnya terlalu banyak preman atau anak muda yang pungli minta2 uang ke pengunjung jika tidak di kasih marah2. Mohon pemerintah setempat bisa membuat tempat ini nyaman
Bukit Jaddhih;Negatif;Lokasi panas banget! Jangan lupa bawa kacamata hitam, payung, atau topi. Ada kolam renang yang cukup bersih dan fasilitas pendukung seperti kamar mandi (bilas) dan beberapa pedagang makanan ringan. Hati-hati banyak pungli, siapkan saja beberapa lembar uang pecahan kecil.
Bukit Jaddhih;Negatif;Tempat liar, nggak terlalu panas,bukit tidak curam juga.bagus buat kemah atau berdua
Bukit Jaddhih;Negatif;panas tapi cukup sejuk banyak angin..cuma sayang tiap masuk spot suruh bayar......ada,3 x tarikan suruh bayar
Bukit Jaddhih;Negatif;"Cukup melelahkan sih bisa ke bukit kapru ini ??
Sebab Map nya tidak sesuai dengan titik lokasi Wisata nya.. jadi buat Google agar data map di benerin lagi agar pengunjung baru tidak kesasar  sesuai titik jalan ke tempat wisata nya.. …"
Bukit Jaddhih;Negatif;Airnya gak sesuai yang biasa biru kemaren coklat, banyak targetan di jalanan
Bukit Jaddhih;Negatif;Jangan sekali kali datang di musim kemarau. Berdebu dan tak mengenakkan
Bukit Jaddhih;Negatif;Sepertinya sekarang tdk ada pengelolaan.. Jd kotor kurang perawatan
Bukit Jaddhih;Negatif;Bayar masuk awal utk kendaraan 10rb (motor), terus pas masuk lokasi bayar lagi 5rb per orang
Bukit Jaddhih;Negatif;"Pungliiiiiii......
Lumayan sii banyak pungli...
Tempatnya ya udah bareng tuh sama truk2 ambil batu2, jalannya rusak, banyak …"
Bukit Jaddhih;Negatif;Panas bgt, kurang terawat ya emang buat penambangan ya
Bukit Jaddhih;Negatif;Fasilitas blm memadai...seperti kamar kecil (paling penting ) hanya tersedia disekitar kolam renang.(bawah)..itupun ga nampung jika musim liburan tiba...antrinya...minta ampun..tempat untuk beristirahat...ga ada...kecuali yg sewa  rumah …
Bukit Jaddhih;Negatif;Kotor...panas..sekedar memenuhi hasrat penasaran aja
Bukit Jaddhih;Negatif;"Ngak sesuai dengan gambar
karcisnya dobel-dobel
Pelayananya ngak sesuai
Jalanya berdebu"
Bukit Jaddhih;Negatif;Nggak bisa maksimal fotonya karena tmpatnya panaaaaassss banget tersorot sinar matahari langsung???? …
Bukit Jaddhih;Negatif;Tidak memuaskan,pungli 2kali,sampek dalam masih d mintak,i uang lagi
Bukit Jaddhih;Negatif;"Datang disaat tidak tepat, musim kering.
Air menyusut. Banyak sampah. …"
Bukit Jaddhih;Negatif;Bukit kapur yang ada di jaddih,madura. Tempatnya berdebu banyak aktifitas penambangan kapur tapi spot fotonya overral bagus banget
Bukit Jaddhih;Negatif;walah walah, sedia aja uang 10.000 yang banyak gan ?? …
Bukit Jaddhih;Negatif;objek wisata yang punya potensi namun masih perlu diperbaiki dalam managemennya. banyak pungli.
Bukit Jaddhih;Negatif;Sudah banyak berubah yaaa.. airnya jg tidak sejernih dulu. Sampah dimana-mana huhu :( so sad. Semoga pemerintah atau setidaknya pengurus bukit jaddih memperhatikan lagi. Disana juga bau pesing, khususnya di tempat-tempat yg masih di renov. …
Bukit Jaddhih;Negatif;Biasa aja. Gunung kapur biasa. Kalau siang puanas banget. Danaunya kering.
Bukit Jaddhih;Negatif;Kalau itu punya pemkab yaa kan bisa anggaran jalan masuk apbd karena bisa jadi destinasi kebanggaan bangkalan dan masyarakat setempat harus menjaga oknum pungli pungli yg tak bertanggung jawab serta keamanan tersebut agar bisa ramai destinasi tersebut dan pengunjung bisa nyaman
Bukit Jaddhih;Negatif;Banyak pungli, kebanyakan  bayar pas masuk wisatanya jadi males kapok gak mau balik lagi mending ke pantai aja
Bukit Jaddhih;Negatif;"Banyak pungli masuk motor hari selasa
Masuk portal bayar 2rb/orang, masuk dikasih tiket warna pink, masuk lagi ke parkiran ditagih 5rb / orang"
Bukit Jaddhih;Negatif;Makanya banyak orang yang merasa dirampok disana,, jelas.. Tiap tingkatannya dimintai uang.. Ya ga suka aja gblk digituin, rata2 orang madura mah gitu, ambil keuntungan tanpa perasaan. Walaupun bagus foto di sana
Bukit Jaddhih;Negatif;Anginya kemaren kencang, jd kapur berterbangan buat sesak. Trs banyak pungutan gais, kyk setiap spot itu dipegang sma beberap org yg mana kita hra bayar min /org 5rb. Syedihhh
Bukit Jaddhih;Negatif;"Untuk pengelolaan bukit jadih tolong ditertibkan banyak iuran
masuk kampung bayar..
pintu masuk bayar... …"
Bukit Jaddhih;Negatif;Sepi, kurang terawat, akses jalan menuju lokasi banyak yang rusak.
Bukit Jaddhih;Negatif;Masih alami dan tradisional, penambangan kapurnya masih aktif sehingga agak mengganggu pariwisata, pengelolaan masih kurang profesional
Bukit Jaddhih;Negatif;Puanas.... BerHati hati Banyak Pungutan Tiket Liar... Mengatas Namakan Wisata Bukit Jeddih... jangab Sampai Salah Masuk... Mending Mengikuti Kendaraan Besar Atau Truk... Karena Banyak Gang Gang Kecil Trus Dikasih Tulisan ke Bukit Jeddih …
Bukit Jaddhih;Negatif;Banyak pungli di setiap objek foto.
Bukit Jaddhih;Negatif;Bgus sihh, cm sepi
Bukit Jaddhih;Negatif;Tempatnya sangat panas jika tidak musim hujan.kalau kesana dihimbau bawa masker dan topi bila perlu pakai sunblock
Bukit Jaddhih;Negatif;"Datang sblm semuanya berubah jd lumut
.. mumpung masih berwarna putih ?? …"
Bukit Jaddhih;Negatif;panas penuh debu banyak tempat yg berbayar untuk masuk ke akses yg kita ingini tapi bagus sih pemandangannya instragamable banget..
Bukit Jaddhih;Negatif;Msh banyak kurangnya dan perawatan..... Baik itu petunjuk arah, dan tempat yg bagus buat spot foto...
Bukit Jaddhih;Negatif;Panas dan berdebu...sebelum kesana baiknya siapkan masker, kacamata, topi dan payung...mohon retribusi biaya masuk jgn terlalu banyak
Bukit Jaddhih;Negatif;Hanya pemandangan bukit kapur saja, selebihnya tidak ada apa2 disana, danau nya juga kering
Bukit Jaddhih;Negatif;Ketika melihat pola kerukannya, nambangnya penuh dgn perhitungan.
Bukit Jaddhih;Negatif;Belum terawat, masih banyak pungli utk tiket masuk
Bukit Jaddhih;Negatif;Tempat cocok untuk rekreasi. Namun hati2 untuk yang berangkat sendirian atau berduaan. Karena banyak begal
Bukit Jaddhih;Negatif;Tempat wisatanya lumayan bagus, tp panas
Bukit Jaddhih;Negatif;Banyak preman dan panas sekali. Jadi tidak nyaman untuk berwisata.
Bukit Jaddhih;Negatif;Nggak tau sih, menurutku sistem administrasi nya kurang tertata, but lumayan
Bukit Jaddhih;Negatif;"Akibat keserakahan manusia bukit jaddih lama"" akan hilang"
Bukit Jaddhih;Negatif;Panas. Dan mahal tiket nya. Masa disuruh bayar 2 kali. 2 org 40rb . Tempat nya mengecewakan. Parahh
Bukit Jaddhih;Negatif;Akses masih buruk, akan lebih baik juga jika diberikan penunjuk arah masuk dan keuar. Karena sangat membingungkan
Bukit Jaddhih;Negatif;Kurangnya penunjuk jalan, lokasi yg berdebu namun di goa pote lumayan dingin dan sejuk,  lokasi berdebu karena area tambang batu kapur
Bukit Jaddhih;Negatif;Danau yang di bawah kurang bagus. Lebih bagus naik le atas bukitnya. Viewnya mantap.
Bukit Jaddhih;Netral;"Lagi lagi
SDM nya penduduk sana?? …"
Bukit Jaddhih;Positif;Oct 2022, ga seputih tahun 2016.
Bukit Jaddhih;Negatif;sangat recomend sayang banyak pungli. harus ditindak tegass
Bukit Jaddhih;Negatif;pada dasarnya bagus, namun masih perlu banyak perbaikan dan pengembangan
Bukit Jaddhih;Negatif;Pas otw kesana harus hati2 soalnya banyak banget yg narikin uang gk jelas. Terus tiba2 pas udh diatas dimintain uang tiket msuk padahal td d bawah udh bayar.  Hati2 ya guys
Bukit Jaddhih;Negatif;Sepiiiiii g ad apa2 nyaaa .. kurang seru
Bukit Jaddhih;Negatif;Panas kalo siang... Tapi kalo pagi atau sore lebih aku saranin sih
Bukit Jaddhih;Negatif;Tempatnya panas siap2 bawa payung. Terlalu banyak retribusi menjengkelkan.
Bukit Jaddhih;Negatif;Bagus tetapi terlalu banyak pungutan liar.
Bukit Jaddhih;Negatif;"Tempatnya asli, asli panas??
Untuk masuk kesana kudu bayar 3x
Pertama seikhlasnya …"
Bukit Jaddhih;Negatif;Puanas,persiapan bawa kacamata hitam biar ngga silau
Bukit Jaddhih;Negatif;Tidak direkomendasikan untuk mengendarai sepeda motor karena medan berupa batuan kapur berlumut yang bisa menyebabkan sepeda motor tergelincir. Sedia sunscreen dan masker karena suhu udara sangat panas dan berdebu akibat proses penambangan batuan kapur.
Bukit Jaddhih;Negatif;"Wisata eks penambangan batu (kapur)

Waktu akan masuk ke lokasi wisata, pengunjung dikenakan bea masuk : …"
Bukit Jaddhih;Negatif;Minusnya cuma kurang terawat aja
Bukit Jaddhih;Netral;Bukan kali pertama kesini... Tp rasanya masih banyak sudut yg belum terekspose....
Bukit Jaddhih;Netral;Masuk lokasi kebanyakan tiket .......
Bukit Jaddhih;Negatif;Banyak pungli, pelayanan sangat tidak ramah, kesannya memalak, tempat tidak terawat,
Bukit Jaddhih;Negatif;Indahnya tak seperti dulu.. Kata teman yg saya ajak. Tak seperti ekspektasinya.
Bukit Jaddhih;Negatif;Kurang terawat. Sistem tiket masuk buruk.
Bukit Jaddhih;Negatif;Kurang tertata (semrawut) pengalaman masuk harus bayar 2X.. Spot foto kurang ?? …
Bukit Jaddhih;Negatif;Siap bawah yang pecahan 10rb....banyak pungli
Bukit Jaddhih;Negatif;Kapok saya kesana....baru belok dari jalan aspal menuju lokasi sudah ada tarikan 10 rb. Masuk lokasi ada tarikan 20 rb. Terus masuk parkir untuk foto foto ada tarikan 20 rb. Pindah ke spot yg lain ada tarikan 20 rb lagi.... Bosan disana …
Bukit Jaddhih;Negatif;"Kurang rekomendasi untuk tempat rekreasi keluarga
Untuk foto-foto tempat lumayan bagus ?? …"
Bukit Jaddhih;Negatif;Mengecewakan sekali, banyak pungutan liar. Belok dari jalan aspal menuju lokasi dah kena 10 rb. Masuk lokasi kena 20 rb. Masu ke area kena 20 rb. Pindah mobil kena 20 rb. Pindah mobil lagi untuk foto foto kena 20 rb. Kapoooook saya kesana... Pungutan liar tok...
Bukit Jaddhih;Negatif;Pas lg kemarau danaunya kering
Bukit Jaddhih;Negatif;Bagus tp masih banyak pungli
Bukit Jaddhih;Negatif;Tempat nya gersang disini jd usahakan bawa masker, danau nya ternyata warna ijo bukan biruuu
