lokasi;Sentimen;komentar
Museum Keraton;Netral;Terletak di tengah kota, harga masuk museum 5rb aja, bisa foto-foto sepuasnya, dan ini di depan Labang Mesem waktu nganterin tamu dari Kediri.
Museum Keraton;Positif;Museum lengkap peninggalan keraton Sumenep
Museum Keraton;Netral;Agar tetap dijaga warisan budaya dan kelestarianya?? …
Museum Keraton;Netral;Sejarah peradaban masyarakat Sumenep Madura masa lalu
Museum Keraton;Netral;Bu RT waru mampir di masjid agung Sumenep
Museum Keraton;Positif;Rindang dan menenangkan
Museum Keraton;Positif;Berada di pusat kota Sumenep. Tiket masuk sangat terjangkau. Ada beberapa kereta kuda peninggalan jaman dulu. Untuk bagian keratonnya cukup luas. Terdapat beberapa kolam yg punya keistimewaan masing masing. …
Museum Keraton;Positif;Mantul... Warisan sejarah yang patut kita lestarikan
Museum Keraton;Positif;Untuk sebuah museum jelas barangnya kurang banget... lebih dikemas lagi biar lebih menarik... kalo perlu kerja sama dengan sekolah2 di sumenep agar siswanya di wajibkan ke museum biar ada pemasukan buat museum... biar ga terkesan pas pasan...
Museum Keraton;Positif;Bagus, sayang waktu berkunjung lagi di tutup karena pendemi...
Museum Keraton;Positif;Tempat sangat bersih..
Museum Keraton;Positif;Sangat senang dan kagum melihat dan mengetahui sejarah kraton sumenep. Dan harus tetap di lestarikan unk anak cucu kita dan bangsa indonesia
Museum Keraton;Netral;Dapat mengenal beberapa koleksi peninggalan sejarah keraton sumenep, al : kereta, mushaf Al Quran, dll
Museum Keraton;Positif;Pemeliharaan perlu di tingkatkan karena merupakan peninggalan dan aset wisata yang bisa mendatangkan wisatawan dari luar negeri
Museum Keraton;Positif;Yogya nya madura, wisata budaya, alam dan  wisata kuliner.. Sumenep kerren..
Museum Keraton;Positif;Museum keraton sumenep merupakan tujuan wisata yang menarik di kota sumenep.. lokasi parkir yang luas dan mudah, pemandu wisata yang menjelaskan dengan jelas dan menyenangkan..
Museum Keraton;Positif;Asri, tenang, penjaganya ramah.
Museum Keraton;Positif;Menu makanan.nya sngat enak, rekomended bgt lah pokoknya. terutama mie goreng.nya.... bener2 bikin nagih.
Museum Keraton;Positif;Tempat bersejarah yang bagus Patut dikunjungi oleh generasi penerus bangsa
Museum Keraton;Positif;Karena tempat ini sngat kental dengan sejarahnya
Museum Keraton;Positif;Bagus, heritage langka
Museum Keraton;Positif;Tempam yang cocok untuk mengetahu budaya sumenep
Museum Keraton;Positif;Tempat bersejarah dengan peninggalan leluhur yang masih terjaga
Museum Keraton;Positif;Istana raja raja semenep, perlu di lestarikan, dan tempat wisata yang patut untuk di kunjungi
Museum Keraton;Negatif;Sayang tidak terdengar even iconik untuk mengangkat potensi wisata keraton dan sumenep
Museum Keraton;Positif;baik untuk mengetahui sejarah dan budaya setempat ...
Museum Keraton;Positif;Peninggalan kerajaan Sumenep, beragam pusaka peninggalan Raja raja Sumenep sebagian ada di tempat ini.
Museum Keraton;Netral;Kalau malam bisa duduk lesehan depan museum sambil ngopi
Museum Keraton;Positif;Lebih bisa mengenal sejarah sumenep lebih jauh
Museum Keraton;Netral;PKBM Al Jakfari Lembaga Pendidikan Luar Sekolah
Museum Keraton;Positif;Menyenangkan
Museum Keraton;Positif;Yuk.. liburan k Sumenep pasti menyenangkan
Museum Keraton;Netral;Sebagian besar koleksi adalah replika
Museum Keraton;Netral;Sekarang tutup
Museum Keraton;Positif;unik
Museum Keraton;Positif;Tempat yang menyimpan sejarah rakyat Sumenep
Museum Keraton;Positif;Bersih, aman, rapi
Museum Keraton;Positif;Musium yang masih terjaga keasriannya!!!
Museum Keraton;Positif;jejak sejarah perlu dilestarikan
Museum Keraton;Positif;Tempat bersejarah di kabupaten sumenep
Museum Keraton;Positif;Penuh dengan sejarah
Museum Keraton;Positif;tempat sejarah sebelum kemerdekaan RU
Museum Keraton;Netral;berisi peminggalan sejarah keraton Sumenep ?? …
Museum Keraton;Positif;Bersih
Museum Keraton;Positif;Baik
Museum Keraton;Positif;Adem
Museum Keraton;Positif;bagus bgt
Museum Keraton;Positif;Wisata Bersejarah..
Museum Keraton;Positif;Penuh bersejarah
Museum Keraton;Positif;Bagus untuk mengenal sejarah Sumenep
Museum Keraton;Positif;Tempat peninggalan sejarah
Museum Keraton;Netral;Petugasnya ramah-ramah ???? …
Museum Keraton;Positif;Tempatnya mudah dijangkau
Museum Keraton;Positif;Tempat fisit yg representatif
Museum Keraton;Positif;Tempat kenangan waktu kecil
Museum Keraton;Negatif;Kurang terawat
Museum Keraton;Positif;Sangat membantu
Museum Keraton;Positif;Sangat bagus
Museum Keraton;Positif;Masih alami dan Asri
Museum Keraton;Positif;Bagus...
Museum Keraton;Positif;Gratis masuk..
Museum Keraton;Positif;Mantab
Museum Keraton;Positif;Mantab
Museum Keraton;Negatif;Tutup
Museum Keraton;Positif;Keren
Museum Keraton;Positif;Bagus
Museum Keraton;Positif;bagus
Museum Keraton;Positif;Bagus
Museum Keraton;Positif;Bagus
Museum Keraton;Positif;Klasik
Museum Keraton;Positif;Wow
Museum Keraton;Positif;Ingin kesini
Museum Keraton;Positif;Tempat yang sangat bagus... merekomendasikan semua ora …
Museum Keraton;Netral;Dahulu Keraton Sumenep kini dijadikan museum
Museum Keraton;Positif;Budaya bangsa, keindahan Madura.
Museum Keraton;Positif;Bukti sejarah masa lalu
Museum Keraton;Netral;Saat saya kesana jam 15.00, gerbangnya ditutup dan tidak ada pengumuman jam buka.
Museum Keraton;Positif;Luar bia …
Museum Keraton;Netral;Ke be …
Museum Keraton;Positif;Ok …
Museum Keraton;Positif;Ok …
Museum Keraton;Positif;bgs
Museum Keraton;Positif;Tempat yang bersejarah
Museum Keraton;Positif;Yang terbaik
Museum Keraton;Positif;Tempat bersejarah yang masih menyimpan benda2 peninggalan raja2 sumenep. dan Suasana tempatnya sejuk, adem meski saat di siang hari sangat kerasan berada dalam keraton..
Museum Keraton;Positif;Guidenya baik hati dan sabar menjawab pertanyaan
Museum Keraton;Positif;Sangat memuaskan pemandu wisatanya
Museum Keraton;Positif;Bagus
Museum Keraton;Positif;Senang sekali mengenal sejarah
Museum Keraton;Positif;Masih terjaga dengan baik
Museum Keraton;Positif;"Rumahku
Surgaku"
Museum Keraton;Positif;Tamansari di Keraton Sumenep.
Museum Keraton;Positif;Untuk kerisnya sy msih nilai 100%
Museum Keraton;Positif;Bagus
Museum Keraton;Positif;Satu-satunya keraton yang ada di Sumenep khususnya dan di Madura pada umumnya Keraton ini benar-benar masih terawat sehingga bangunannya masih kokoh hingga sekarang dan menjadi objek wisata yang mendapat kunjungan dari berbagai warga dari …
Museum Keraton;Positif;Satu-satunya Keraton di Jawa Timur yang masih utuh. Disini bisa kita liat silsilah raja-raja Sumenep, barang2 peninggalan kerajaan. Juga ada Al-Quran tulis tangan serta arca2 peninggalan sebelum Islam. Keratonnya ditutup tapi Taman Sarinya …
Museum Keraton;Positif;Tempat yang bersejarah, jejak. keraton yang masih bisa dilihat sampai sekarang. Banyak koleksi kerajaan jaman dulu yang masih bisa dilihat. Museum terawat dan bersih, tersedia guide khusus museum.
Museum Keraton;Positif;Museum Keraton Sumenep masih asri dengan suasana yang masih tidak berubah seperti dulu barang² yang ada di museum terjaga kebersihannya dan juga sekitar museum juga cocok recomended latar vintage fotografi
Museum Keraton;Positif;Tempat bersejarah dimana kita bisa menikmati peninggalan tentang kerajaan sumenep tempo dulu
Museum Keraton;Positif;Menyimpan banyak sejarah Sumenep dan bangunan ini merupakan bangunan monumental serta terkenal ke seluruh negeri.
Museum Keraton;Positif;Keraton Sumenep yang menyimpan banyak sejarah, semenjak Aria Wiraraja sampai bupati Sumenep saat ini (750 tahun). Wajib dikunjungi saat ke Sumenep
Museum Keraton;Netral;Dari tempat ini kita tahu kerajaan sumenep ikut berperan atas berdirinya kerajaan majapahit.
Museum Keraton;Positif;Tempat bagian sejarah kraton sumenep ini meninggalkan  pedopo yg masih bagus juga tempat pemadian yg ada 3 pintu sumber 1 utk menjadi tetap awet muda 2.tempat utk membuka sumber rejeki 3 .tempat utk membuka kepangkatan . …
Museum Keraton;Positif;Berlibur sambil tambah wawasan jika berkunjung ke tempat ini. Banyak kesenian dan budaya purbakala di jaman kerajaan pada masanya.
Museum Keraton;Positif;Menyenangkan, menambah pengetahuan. Guidenya juga ramah, tiket masuk Rp. 5.000
Museum Keraton;Netral;Satu2nya kraton yg masih ad di jawa timur
Museum Keraton;Positif;Museum Keraton Agung Sumenep semakin mantap, pemandunya wisatanya ramah ramah… Sukses Buat Koordonator Museum Keraton Agung Sumenep
Museum Keraton;Positif;Bagus klo sore karena sepi
Museum Keraton;Netral;Salah satu peninggalan jaman kerajaan
Museum Keraton;Positif;bagus untuk mengetahui sejarah bahwa dr songenep/sumenep juga melahirkan beberapa pemimpin/adipati di pulau jawa, tp perlu jg kebersihan dan keindahannya dijaga ?? …
Museum Keraton;Positif;Salah satu keraton yg madih berdiri lengkap di Jawa Timur. Luas, bersih, dan sepertinya menarik, masih banyak peninggalan budayanya. Sayang waktu saya berkunjung, keraton masih ditutup karena wabah covid 19.
Museum Keraton;Positif;Jika berkunjung ke masjid ini, cobalah berkeliling. Amati setiap sudutnya..ada penggalan sejarah islam madura yg luar biasa di situ
Museum Keraton;Positif;Tempat yg bersejarah buat kota sumenep, dg segala ceritanya...sayang sdh byk barang bersejarah yg raib gak tau kemana
Museum Keraton;Positif;Baru lihat2 fotonya semoga bisa kesumenep, barang kali ada yang minat pintu ukir bisa cek dikami
Museum Keraton;Positif;Koleksi nya kurang banyak, jika ingin belajar sejarah dan ingin tahu tentang sejarah kota Sumenep ya kesini aja
Museum Keraton;Positif;Tempat yang adem apalagi kemarin sama anak anak latsarnas.
Museum Keraton;Positif;Guide nya cekep n ramah wkwkwkwk...tapi sayang yg namanya KAJUH LAKEK ilang di ambil org gk bertanggung jwb. Smoga kebuka hatinya n bsa menyadari kesalahannya
Museum Keraton;Positif;Sebuah tempat yang penuh edukasi buat kita
Museum Keraton;Positif;Banyak benda sejarahnya
Museum Keraton;Positif;Salah satu keraton di Sumenep Madura Jawa Timur yang masih dijaga kelesatariannya sehingga generasi milenium tetap bisa melihat peninggalan sejarah jauh sebelum kemerdekaan
Museum Keraton;Positif;Mantap ada gietnya
Museum Keraton;Positif;Karena tempat bersejarah sekali serta semakin terawat sampai sekarang
Museum Keraton;Positif;Tempat yang indah dan penuh sejarah. Diharapkan jika berada disini untuk menjaga kebersihan dan sikap.
Museum Keraton;Positif;Sangat bagus
Museum Keraton;Positif;Tempat yang wajib dikunjungi ketika ke sumenep???? …
Museum Keraton;Positif;Merupakan Museum terbaik. Di madura
Museum Keraton;Positif;"Museum tempat yg bersejarah dr raja"" SUMENEP dan peninggalan""nya."
Museum Keraton;Positif;Karna di tempat ini sangat lengkap transfer, isi pulsa, aksesoris HP dan segala macam pembayaran
Museum Keraton;Positif;perlu ditingkatkan dan dijaga teruss yaa karena ini merupakan pusat budaya atau sejarah keraton di sumenep
Museum Keraton;Positif;Bisa mengenal sejarah kota sumenep
Museum Keraton;Positif;penuh kenangan...sy diberi kesempatan sholat zhuhur didalam kamar raja...luar biasa
Museum Keraton;Positif;Bagus. Tempat bersejarah yang memiliki cukup banyak koleksi
Museum Keraton;Negatif;Sayang masih belum buka dimasa pandemi ini
Museum Keraton;Positif;Arsitektur yg indah diujung timur pulau madura
Museum Keraton;Positif;Kraton asri dan menyenangkan
Museum Keraton;Positif;pariwisata berbasis history, keren
Museum Keraton;Positif;Tempat edukasi yg baik untuk belajar sejarah masa lalu yg ada d sumenep
Museum Keraton;Negatif;Oke Cinta Tanah Air Indonesia
Museum Keraton;Positif;Memberikan pengetahuan dgn media yg lengkap tentang sejarah keraton sumenep
Museum Keraton;Positif;Sangat menarik, wisata sejarah ada wisata religi ada.... spa pun ada
Museum Keraton;Positif;Belajar sejarah masa lampau lewat peninggalan yang dipamerkan
Museum Keraton;Positif;Bersejarah banget
Museum Keraton;Positif;Mempelajari budaya lewat kraton, cocok untuk dikunjungi bersama keluarga
Museum Keraton;Positif;Wisata budaya yg wajib d kunjungi klo ke madura
Museum Keraton;Positif;Tempat Untuk Belajar sejarah tentang Sumenep dan keindahan alamnya
Museum Keraton;Positif;Tempat peninggalan raja2 masa lalu di tanah madura ujung timur
Museum Keraton;Positif;Recomended utk didatengin. Guide nya jga koepratif
Museum Keraton;Positif;Muanteb, buat ngopi pinggir jalan ada angkringannya
Museum Keraton;Positif;Sejarah sumenep
Museum Keraton;Positif;Tempat yg penuh dg sejarah
Museum Keraton;Positif;Belajar sejarah tidak pernah membosankan
Museum Keraton;Positif;Tempat bersejarah yang patut kita pelihara
Museum Keraton;Positif;Bagus
Museum Keraton;Positif;Deket taman adipura dan masjid jamik kota sumenep
Museum Keraton;Positif;Apik
Museum Keraton;Positif;Tempat penting dan bersejarah di kabupaten sumenep
Museum Keraton;Positif;Kerreennn wisata peninggalan raja kuno kota Sumenep
Museum Keraton;Positif;Tempatnya oke , sejarahnya kental
Museum Keraton;Positif;Tempat sejarah madura. Shususnya sumenep
Museum Keraton;Positif;Mesjidnya indah peninggalan keraton sumenep
Museum Keraton;Positif;Tempat yang bagus untuk belajar tentang kebudayaan
Museum Keraton;Positif;Menarik untuk selalu dikunjungi..
Museum Keraton;Positif;Tempat sip dan enak makananya
Museum Keraton;Positif;Tempat bersejarah
Museum Keraton;Positif;musium keraton sumenep madura penuh sejarah
Museum Keraton;Positif;Bagus tempat baik untuk pariwisata
Museum Keraton;Positif;Mengetahui sejarah
Museum Keraton;Positif;Asiikkk untuk edukasi tentang Sejarah sumenep,...
Museum Keraton;Positif;Bersih dan tempat orang berwisata
Museum Keraton;Positif;Museum keraton sumenep yang penuh sejarah
Museum Keraton;Positif;tempat bersejarah
Museum Keraton;Positif;Sukak
Museum Keraton;Positif;Rumah
Museum Keraton;Netral;Transaksi mbl gren livina brooo
Museum Keraton;Positif;Sangat luar biasa
Museum Keraton;Netral;Tempat kelahiran orang tua saya
Museum Keraton;Positif;Bisa belajar sejarah
Museum Keraton;Positif;Bagus dan keren
Museum Keraton;Positif;Tempat wisata tradisional
Museum Keraton;Positif;Tempat bagus dan rindang
Museum Keraton;Negatif;Koleksinya kurang banyak
Museum Keraton;Positif;Tempatnya adem
Museum Keraton;Positif;bagussss..indah..
Museum Keraton;Positif;Peninggalan sejarah Sumenep
Museum Keraton;Positif;Kondisi bersih dan asri
Museum Keraton;Positif;Wajib dikunjugi
Museum Keraton;Positif;Bagus dan legend
Museum Keraton;Positif;Bagus dan rekomended
Museum Keraton;Netral;Assalamu'alaikum wr wb
Museum Keraton;Negatif;Sangat kotor
Museum Keraton;Positif;Tempat benda pusaka keraton Sumenep
Museum Keraton;Positif;Peninggalan raja kraton sumenep
Museum Keraton;Positif;Keren
Museum Keraton;Positif;Bagus
Museum Keraton;Netral;bengkel faforit
Museum Keraton;Positif;Keren
Museum Keraton;Netral;Pengen tahu
Museum Keraton;Positif;Bagus
Museum Keraton;Positif;mantull
Museum Keraton;Positif;Bagus
Museum Keraton;Positif;Good tempat
Museum Keraton;Positif;batik dikunjungi
Museum Keraton;Positif;Bersejarah
Museum Keraton;Positif;Mantap....
Museum Keraton;Positif;Sejarah Sumenep
Museum Keraton;Positif;Sip
Museum Keraton;Positif;Mengunjungi kraton sumenep
Museum Keraton;Positif;Mengesankan
Museum Keraton;Positif;sempurnaaa
Museum Keraton;Netral;Cicipi kuliner asli di sini
Museum Keraton;Positif;Sopirnya ramah dan men …
Museum Keraton;Positif;??..mengetahui sejarah kerajaan Sumenep (Soengenep) …
Museum Keraton;Positif;Salah satu museum sejarah yang patut dikunjungi selama saya tinggal di Madura. Satu-satunya kerajaan di jawa timur. Saya benar-benar terpesona dengan kisah mantan pemimpin Sumenep yang dikenal dengan nama Bindara Saod. Panduan ini menjelaskan dengan sangat baik dan memiliki selera …
Museum Keraton;Positif;Menurut saya, makam kerajaan Sumenep harus kita lestarikan untuk anak bangs …
Museum Keraton;Positif;Tempat yang bagus untuk belajar tentang budaya Madura. Kami mendapat pemandu lokal yang hebat …
Museum Keraton;Positif;Peninggalan sejarah yang perlu dikunjungi.
Museum Keraton;Positif;Dingin. Kesunyian.  …
Museum Keraton;Netral;tutup..ini masa pandemi, waspadalah …
Museum Keraton;Positif;Tempat yang bagus kota @sumenep, jiwa ma …
Museum Keraton;Positif;Suasana sejuk dan asri ?????? …
Museum Keraton;Negatif;Sedikit misterius
Museum Keraton;Positif;karena tempat ini memberikan begitu banyak …
Museum Keraton;Positif;Cantik Dan Keren
Museum Keraton;Positif;Penuh sejarah
Museum Keraton;Positif;Kuno dan keren
Museum Keraton;Positif;Tempat kenangan 
Museum Keraton;Positif;Mantaaaab
Museum Keraton;Positif;museum besar
Museum Keraton;Positif;Luar biasa
Museum Keraton;Positif;Bagus
Museum Keraton;Positif;Bagus
Museum Keraton;Netral;Wanita
Museum Keraton;Positif;Cinta
Museum Keraton;Positif;Sejarah yang lu …
Museum Keraton;Positif;Warisan
Museum Keraton;Positif;Warisan
Museum Keraton;Positif;ada guide merangkap penjaga loket jd kadang ditinggal kalau ada yg mau beli tiket. agak kurang terawat untuk sebagian area pusaka. guide cukup baik menjelaskan. sempatkan berkunjung untuk melestarikan dan mengerti budaya kerajaan sumenep
Museum Keraton;Positif;Bagus guidenya memberikan informasi dgn cukup, disambut gamelan musik tradisional.. keren sih untuk mengenal sejarah dipulau madura sejak tahun 1200an masehi
Museum Keraton;Positif;Museum Sumenep Merupakan Destinasi wisata Yang Saya Recomendasikan Untuk Dikunjung saat Berada dan berwisata di kota Sumenep
Museum Keraton;Positif;Luar biasa Sangat peduli sejarah
Museum Keraton;Positif;Pengalaman berkesan tentang kerajaan Sumenep. Luar biasa sejarah berdirinya Sumenep.
Museum Keraton;Positif;Djlu waktu sdh sering main disini karena dekat sekolah banyak barang bersejarah dan bersih
Museum Keraton;Positif;Sangat menyenangkan dan menambah wawasan ilmu pengetahuan, terutama tentang sejarah keraton Sumenep
Museum Keraton;Positif;keren banget masih terjaga baik bangunan dan taman sarinya
Museum Keraton;Positif;Bermanfaat menambah wawasan tentang peninggalan bersejarah di Madura
Museum Keraton;Positif;Baik sekali
Museum Keraton;Positif;Bagus bersih
Museum Keraton;Positif;mantap
Museum Keraton;Positif;Keren
Museum Keraton;Positif;Mantab
Museum Keraton;Positif;Napak tilas
Museum Keraton;Positif;Tempat yang indah dan sejarah
Museum Keraton;Positif;Tempat yang bagus di kota
Museum Keraton;Positif;Tempat yang b agus
Museum Keraton;Positif;Pulau Madura yang mempunyai posisi geografis di Laut Jawa ini memang membuatnya menjadi memiliki banyak obyek wisata pantai. Namun tidak hanya pantainya saja yang wajib anda kunjungi saat anda pergi ke Madura, melainkan juga tempat yang …
Museum Keraton;Positif;Sebuah museum dimana kita bisa melihat pusaka, kereta kencana, dan berbagai macam peninggalan kerajaan jaman dahulu yang terletak di lingkungan keraton Sumenep. …
Museum Keraton;Netral;"Berkunjung kemari unuuk ke 2 kalinya bersama keluarga besar sesudah mengantarkan bulek ngunduh mantu
Seluruh barang peninggalan di museum terawat dengan baik."
Museum Keraton;Positif;Alhamdulillah .Didalam museum ada kitab Alqur'an raksasa. Suasananya sejuk dan pemandu wisata yang ramah. Aku bangga jadi warga negara Indonesia.?????? …
Museum Keraton;Positif;Begitu mengagumkan dan bangga akan tingginya budaya kita. Koleksi yang langka namun tetap bagus terawat menjadikan kita betah berlama-lama tinggal dan mengamati.
Museum Keraton;Positif;Madura adalah salah satu pulau yang merupakan bagian dari Jawa Timur. Di pulau ini terdapat kediaman raja peninggalan Kerajaan Sumenep. Keraton Sumenep sendiri saat ini menjadi salah satu destinasi wisata Budaya di Madura. Bagi traveller …
Museum Keraton;Positif;Bangunan yang memiliki 3 konsep arsitektural yaitu Jawa, Eropa dan Tiongkok. Dari depan disuguhkan pemandangan pintu gapura Labeng Mesem. Hanya tamu khusus yang dapat masuk ke dalam bangunan Keraton. Terdapat Museum Koning yang menyimpan …
Museum Keraton;Positif;Penjelasan dari musim guide cukup jelas,ada beberapa produk kecantikan keraton yg dijual, untuk sarannya mungkin lebih baik terdapat souvernir berupa buku sejarah keraton tersebut yg dijual.
Museum Keraton;Positif;Kalo yang suka sejarah pasti seneng. Tempatnya terawat, petugasnya ramah, menjelaskan dg apik sejarah2 nya. Tiket masuknya juga bersahabat.selain peninggalan sejarah jaman kerajaan, Disana ada kerangka ikan paus nya juga.
Museum Keraton;Positif;Rapi dan bersih pelayanan dari penjaga sangat ramah pemaparan sejarah kraton sangat jelas terdapat berbagai peralatan yang mengambarkan sejarah kota sumenep
Museum Keraton;Positif;Tempat paling bersejarah, dmana tempat dan peninggalan sejarah budaya dan kerajaan madura (ada Al - Qur'an seberat 0,5 Ton)
Museum Keraton;Positif;Tempat yang penuh informasi sejarah. Suasananya menyenangkan. Bersih dan terawat. Petugas ramah. Kerasan berlama-lama di sini.
Museum Keraton;Positif;Salah satu jejak sejarah Nusantara yang masih tersisa. Keraton yang masih terjaga keasliannya. Menyimpan Banyak kisah. Ajaklah anak, saudara, dan teman ketempat ini untuk mengenalkan, melestarikan budaya Nusantara. Lebih mencintai lagi …
Museum Keraton;Positif;Tempat ini dari awal kuliah sampai sekarang renivasi belum selesai semua, meskipun masih bisa masuk tapi tetaplah terganggu akan renovasi yang berjalan lama
Museum Keraton;Positif;,lumayan bagus dan nyaman pelayanan maupun hal2 yg bisa dilihat. Yg penting semoga dapat guide yg Ndak cepet2an pengen pindah tempat.
Museum Keraton;Positif;"Merupakan kraton satu satunya dijawa timur yang terletak di timur pulau madura yaitu di tengah tengah kota sumenep.
Buka setiap hari dengan jam berkunjung dari jam 7 pagi sampai dengan jam 4 sore
Terdapat beberapa peninggalan bersejarah dari berdirinya kerajaan di sumenep."
Museum Keraton;Positif;Inilah satu-satunya keraton yang masih berdiri kokoh hingga saat ini di pulau Madura. Bangunan pendoponya pun masih aktif diginakan. Andai saja 3 kabupaten yang lain juga masih memiliki bangunan keratonnya sebagai peninggalan sejarah kerajaan masing-masing.
Museum Keraton;Positif;Tempatnya asri dan penduduk sumenep ramah, ada guidenya yang siap mengantar anda dan setiap hari minggu selalu ramai
Museum Keraton;Positif;Salah satu tempat bersejarah di sumenep, bagus, bersih, dan terawat. Berwisata sambil belajar mengenai sejarah sumenep dengan melihat beberapa barang barang peninggalan keraton sumenep.
Museum Keraton;Positif;sangat bagus untuk mengenal lebih dekat sejarah dari peradaban islam di madura khususnya sumenep
Museum Keraton;Positif;Museum ini bagus perlu di jaga kelestariannya dan perlu di tambah pemandu yg bisa menceritakan tentang museum keratin tersebut
Museum Keraton;Negatif;"Cuman bisa foto di depan cermin
Saya datang k museum jam 10 tapi semua pintu museumnya di kunci, petugasnya juga gak ada, giliran pintu karcis aja dibuka, Rugi saya datang jauh2 kesana."
Museum Keraton;Positif;"Keraton sumenep
Salah satu destinasi wisata yang wajib dikunjungi di sumenep,madura. Tidak hanya nilai historisnya tapi juga bilai edukasinya. Tiket masuk cukup …"
Museum Keraton;Positif;Masih ada peninggalan sejarah yg bagus utk d lestarikan
Museum Keraton;Positif;tiket masuk murah banget, petugasnya ramah
Museum Keraton;Positif;Keraton kecil di madura. Tapi punya sejarah yang panjang.
Museum Keraton;Positif;Banyak peninggalan yg masih patut untuk dilihat dan dipelajari
Museum Keraton;Positif;Nyaman sih untuk sejenak bersantai karena suasananya sejukk
Museum Keraton;Negatif;Beberapa benda kurang terawat kebersihannya, terkadang ada pengunjung yg tidak ditemani gaet. Jadi bingung harus kemana..
Museum Keraton;Positif;Bagus. Mengingatkan pada sejarah kerajaan tempoe doeloe
Museum Keraton;Netral;Sayang tidak bisa lama-lama karena sudah mau pulang.
Museum Keraton;Netral;Observasi OSIS Raudlatul Ulum Pordapor Guluk2 Sumenep
