	index	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
92	92	Mas Devan	5 tahun lalu	Positif	pantai sembilan	Pantai sembilan sumrnep madura, adalah tempat wisata yg menyajikan pemandangan dg panorama yg eksotis, keindahan pantai yg cantik juga pasir butihnya yg bersih, disini juga menyediakan wahana bermain seperti banana boat ayunan perahu dayung …	Pantai sembilan sumrnep madura adalah tempat wisata yg menyajikan pemandangan dg panorama yg eksotis keindahan pantai yg cantik juga pasir butihnya yg bersih disini juga menyediakan wahana bermain seperti banana boat ayunan perahu dayung	['pantai', 'sembilan', 'sumrnep', 'madura', 'adalah', 'tempat', 'wisata', 'yg', 'menyajikan', 'pemandangan', 'dg', 'panorama', 'yg', 'eksotis', 'keindahan', 'pantai', 'yg', 'cantik', 'juga', 'pasir', 'butihnya', 'yg', 'bersih', 'disini', 'juga', 'menyediakan', 'wahana', 'bermain', 'seperti', 'banana', 'boat', 'ayunan', 'perahu', 'dayung']	['pantai', 'sembilan', 'sumrnep', 'madura', 'adalah', 'tempat', 'wisata', 'yang', 'menyajikan', 'pemandangan', 'dengan', 'panorama', 'yang', 'eksotis', 'keindahan', 'pantai', 'yang', 'cantik', 'juga', 'pasir', 'butihnya', 'yang', 'bersih', 'disini', 'juga', 'menyediakan', 'wahana', 'bermain', 'seperti', 'banana', 'boat', 'ayunan', 'perahu', 'dayung']	['pantai', 'sembilan', 'sumrnep', 'madura', 'wisata', 'menyajikan', 'pemandangan', 'panorama', 'eksotis', 'keindahan', 'pantai', 'cantik', 'pasir', 'butihnya', 'bersih', 'menyediakan', 'wahana', 'bermain', 'banana', 'boat', 'ayunan', 'perahu', 'dayung']	['pantai', 'sembilan', 'sumrnep', 'madura', 'wisata', 'saji', 'pandang', 'panorama', 'eksotis', 'indah', 'pantai', 'cantik', 'pasir', 'butihnya', 'bersih', 'sedia', 'wahana', 'main', 'banana', 'boat', 'ayun', 'perahu', 'dayung']
93	93	Ratihindah Sari	5 tahun lalu	Positif	pantai sembilan	Sgt sgt suka dgn pantai nya, ini perjalanan trvlng kami dgn modal hny 150 rb sj tetapi tdk trmsk biaya mkn, selama 3 hari mengelilingi sumenep dn sktr x	Sgt sgt suka dgn pantai nya ini perjalanan trvlng kami dgn modal hny  rb sj tetapi tdk trmsk biaya mkn selama  hari mengelilingi sumenep dn sktr x	['sgt', 'sgt', 'suka', 'dgn', 'pantai', 'nya', 'ini', 'perjalanan', 'trvlng', 'kami', 'dgn', 'modal', 'hny', 'rb', 'sj', 'tetapi', 'tdk', 'trmsk', 'biaya', 'mkn', 'selama', 'hari', 'mengelilingi', 'sumenep', 'dn', 'sktr', 'x']	['sangat', 'sangat', 'suka', 'dengan', 'pantai', 'nya', 'ini', 'perjalanan', 'trvlng', 'kami', 'dengan', 'modal', 'hanya', 'ribu', 'saja', 'tetapi', 'tidak', 'trmsk', 'biaya', 'makin', 'selama', 'hari', 'mengelilingi', 'sumenep', 'dan', 'sktr', 'kali']	['suka', 'pantai', 'perjalanan', 'trvlng', 'modal', 'ribu', 'trmsk', 'biaya', 'mengelilingi', 'sumenep', 'sktr', 'kali']	['suka', 'pantai', 'jalan', 'trvlng', 'modal', 'ribu', 'trmsk', 'biaya', 'keliling', 'sumenep', 'sktr', 'kali']
94	94	Tuan Kuda	5 tahun lalu	Positif	pantai sembilan	Pantai ancol versi kecil haha, perjalanan cukup seru, cukup bayar 10ribu idah bisa nyebrang ke pulau genting, lalu untuk masuk ke pantai sembilan cukup bayar 10ribu lagi. Kalau mau ganti/bilas cukup siapkan uang 5ribu. …	Pantai ancol versi kecil haha perjalanan cukup seru cukup bayar ribu idah bisa nyebrang ke pulau genting lalu untuk masuk ke pantai sembilan cukup bayar ribu lagi Kalau mau gantibilas cukup siapkan uang ribu	['pantai', 'ancol', 'versi', 'kecil', 'haha', 'perjalanan', 'cukup', 'seru', 'cukup', 'bayar', 'ribu', 'idah', 'bisa', 'nyebrang', 'ke', 'pulau', 'genting', 'lalu', 'untuk', 'masuk', 'ke', 'pantai', 'sembilan', 'cukup', 'bayar', 'ribu', 'lagi', 'kalau', 'mau', 'gantibilas', 'cukup', 'siapkan', 'uang', 'ribu']	['pantai', 'ancol', 'versi', 'kecil', 'haha', 'perjalanan', 'cukup', 'seru', 'cukup', 'bayar', 'ribu', 'idah', 'bisa', 'nyebrang', 'ke', 'pulau', 'genting', 'lalu', 'untuk', 'masuk', 'ke', 'pantai', 'sembilan', 'cukup', 'bayar', 'ribu', 'lagi', 'kalau', 'mau', 'gantibilas', 'cukup', 'siapkan', 'uang', 'ribu']	['pantai', 'ancol', 'versi', 'haha', 'perjalanan', 'seru', 'bayar', 'ribu', 'idah', 'nyebrang', 'pulau', 'genting', 'masuk', 'pantai', 'sembilan', 'bayar', 'ribu', 'gantibilas', 'siapkan', 'uang', 'ribu']	['pantai', 'ancol', 'versi', 'haha', 'jalan', 'seru', 'bayar', 'ribu', 'idah', 'nyebrang', 'pulau', 'genting', 'masuk', 'pantai', 'sembilan', 'bayar', 'ribu', 'gantibilas', 'siap', 'uang', 'ribu']
95	95	Sur Yadi	setahun lalu	Negatif	pantai sembilan	Pantainya msh sama cuma takingnya sdh mulai kurang baik mungkin buat para pengelola bisa segera dperbaeki	Pantainya msh sama cuma takingnya sdh mulai kurang baik mungkin buat para pengelola bisa segera dperbaeki	['pantainya', 'msh', 'sama', 'cuma', 'takingnya', 'sdh', 'mulai', 'kurang', 'baik', 'mungkin', 'buat', 'para', 'pengelola', 'bisa', 'segera', 'dperbaeki']	['pantainya', 'masih', 'sama', 'cuma', 'takingnya', 'sudah', 'mulai', 'kurang', 'baik', 'mungkin', 'buat', 'para', 'pengelola', 'bisa', 'segera', 'dperbaeki']	['pantainya', 'takingnya', 'pengelola', 'dperbaeki']	['pantai', 'takingnya', 'kelola', 'dperbaeki']
96	96	Getardzikrullah _	5 tahun lalu	Positif	pantai sembilan	Pantainya sangat bagus, sangat cocok berlibur bersama keluarga ataupun sahabat anda. Disini juga menyediakan penginapan 300k/24jam yang isinya bisa 6-8 orang bro, mantap banget viewnya juga	Pantainya sangat bagus sangat cocok berlibur bersama keluarga ataupun sahabat anda Disini juga menyediakan penginapan kjam yang isinya bisa  orang bro mantap banget viewnya juga	['pantainya', 'sangat', 'bagus', 'sangat', 'cocok', 'berlibur', 'bersama', 'keluarga', 'ataupun', 'sahabat', 'anda', 'disini', 'juga', 'menyediakan', 'penginapan', 'kjam', 'yang', 'isinya', 'bisa', 'orang', 'bro', 'mantap', 'banget', 'viewnya', 'juga']	['pantainya', 'sangat', 'bagus', 'sangat', 'cocok', 'berlibur', 'bersama', 'keluarga', 'ataupun', 'sahabat', 'anda', 'disini', 'juga', 'menyediakan', 'penginapan', 'kjam', 'yang', 'isinya', 'bisa', 'orang', 'bro', 'mantap', 'banget', 'viewnya', 'juga']	['pantainya', 'bagus', 'cocok', 'berlibur', 'keluarga', 'sahabat', 'menyediakan', 'penginapan', 'kjam', 'isinya', 'orang', 'bro', 'mantap', 'banget', 'viewnya']	['pantai', 'bagus', 'cocok', 'libur', 'keluarga', 'sahabat', 'sedia', 'inap', 'kjam', 'isi', 'orang', 'bro', 'mantap', 'banget', 'viewnya']
97	97	Ulfatul Hasanah	setahun lalu	Positif	pantai sembilan	Pemandangan nya MasyaAllah bagus banget. Surga dunia ??	Pemandangan nya MasyaAllah bagus banget Surga dunia	['pemandangan', 'nya', 'masyaallah', 'bagus', 'banget', 'surga', 'dunia']	['pemandangan', 'nya', 'masyaallah', 'bagus', 'banget', 'surga', 'dunia']	['pemandangan', 'masyaallah', 'bagus', 'banget', 'surga', 'dunia']	['pandang', 'masyaallah', 'bagus', 'banget', 'surga', 'dunia']
98	98	Lutfi Arifin	11 bulan lalu	Positif	pantai sembilan	Pantainya bagus, ada tempat penginapan. Semoga suatu saat bisa berkunjung kembali	Pantainya bagus ada tempat penginapan Semoga suatu saat bisa berkunjung kembali	['pantainya', 'bagus', 'ada', 'tempat', 'penginapan', 'semoga', 'suatu', 'saat', 'bisa', 'berkunjung', 'kembali']	['pantainya', 'bagus', 'ada', 'tempat', 'penginapan', 'semoga', 'suatu', 'saat', 'bisa', 'berkunjung', 'kembali']	['pantainya', 'bagus', 'penginapan', 'semoga', 'berkunjung']	['pantai', 'bagus', 'inap', 'moga', 'kunjung']
99	99	Abdul Aziz	4 bulan lalu	Positif	pantai sembilan	Surga tersembunyi di ujung pulau madura	Surga tersembunyi di ujung pulau madura	['surga', 'tersembunyi', 'di', 'ujung', 'pulau', 'madura']	['surga', 'tersembunyi', 'di', 'ujung', 'pulau', 'madura']	['surga', 'tersembunyi', 'ujung', 'pulau', 'madura']	['surga', 'sembunyi', 'ujung', 'pulau', 'madura']
100	100	Dullatëp	3 tahun lalu	Positif	pantai sembilan	Bagus, indah dengan pengelolaan yang cukup baik. Ada penginapan dengan pendingin ruangan, cocok untuk liburan keluarga atau kantor. Masyarakat nya juga ramah.	Bagus indah dengan pengelolaan yang cukup baik Ada penginapan dengan pendingin ruangan cocok untuk liburan keluarga atau kantor Masyarakat nya juga ramah	['bagus', 'indah', 'dengan', 'pengelolaan', 'yang', 'cukup', 'baik', 'ada', 'penginapan', 'dengan', 'pendingin', 'ruangan', 'cocok', 'untuk', 'liburan', 'keluarga', 'atau', 'kantor', 'masyarakat', 'nya', 'juga', 'ramah']	['bagus', 'indah', 'dengan', 'pengelolaan', 'yang', 'cukup', 'baik', 'ada', 'penginapan', 'dengan', 'pendingin', 'ruangan', 'cocok', 'untuk', 'liburan', 'keluarga', 'atau', 'kantor', 'masyarakat', 'nya', 'juga', 'ramah']	['bagus', 'indah', 'pengelolaan', 'penginapan', 'pendingin', 'ruangan', 'cocok', 'liburan', 'keluarga', 'kantor', 'masyarakat', 'ramah']	['bagus', 'indah', 'kelola', 'inap', 'dingin', 'ruang', 'cocok', 'libur', 'keluarga', 'kantor', 'masyarakat', 'ramah']
101	101	Venus	7 bulan lalu	Positif	pantai sembilan	Pantai pasir putih yg indah, penyebrangan dg kapal hanya sebentar. Untuk teman2 yg berkunjung ikut jaga kebersihan pantai ya buang sampah pd tempat yg sdh disediakan ...	Pantai pasir putih yg indah penyebrangan dg kapal hanya sebentar Untuk teman yg berkunjung ikut jaga kebersihan pantai ya buang sampah pd tempat yg sdh disediakan	['pantai', 'pasir', 'putih', 'yg', 'indah', 'penyebrangan', 'dg', 'kapal', 'hanya', 'sebentar', 'untuk', 'teman', 'yg', 'berkunjung', 'ikut', 'jaga', 'kebersihan', 'pantai', 'ya', 'buang', 'sampah', 'pd', 'tempat', 'yg', 'sdh', 'disediakan']	['pantai', 'pasir', 'putih', 'yang', 'indah', 'penyebrangan', 'dengan', 'kapal', 'hanya', 'sebentar', 'untuk', 'teman', 'yang', 'berkunjung', 'ikut', 'jaga', 'kebersihan', 'pantai', 'ya', 'buang', 'sampah', 'pada', 'tempat', 'yang', 'sudah', 'disediakan']	['pantai', 'pasir', 'putih', 'indah', 'penyebrangan', 'kapal', 'sebentar', 'teman', 'berkunjung', 'jaga', 'kebersihan', 'pantai', 'buang', 'sampah', 'disediakan']	['pantai', 'pasir', 'putih', 'indah', 'penyebrangan', 'kapal', 'sebentar', 'teman', 'kunjung', 'jaga', 'bersih', 'pantai', 'buang', 'sampah', 'sedia']
102	102	Halilintar Putra	4 bulan lalu	Positif	pantai sembilan	Alam yg indah dan masih asri.	Alam yg indah dan masih asri	['alam', 'yg', 'indah', 'dan', 'masih', 'asri']	['alam', 'yang', 'indah', 'dan', 'masih', 'asri']	['alam', 'indah', 'asri']	['alam', 'indah', 'asri']
103	103	Diyan Nadira	setahun lalu	Negatif	pantai sembilan	Dari Kabupaten pamekasan ke ka Kabupaten  sumenep pengen mengunjungi pantai sembilan hasilnya  mengecewakan. Berangkatnya 40ribu pulang nya 40 ribu. Karcis pantai 30 ribu. Janjian  gak bakalan  kesini lagi	Dari Kabupaten pamekasan ke ka Kabupaten sumenep pengen mengunjungi pantai sembilan hasilnya mengecewakan Berangkatnya ribu pulang nya  ribu Karcis pantai  ribu Janjian gak bakalan kesini lagi	['dari', 'kabupaten', 'pamekasan', 'ke', 'ka', 'kabupaten', 'sumenep', 'pengen', 'mengunjungi', 'pantai', 'sembilan', 'hasilnya', 'mengecewakan', 'berangkatnya', 'ribu', 'pulang', 'nya', 'ribu', 'karcis', 'pantai', 'ribu', 'janjian', 'gak', 'bakalan', 'kesini', 'lagi']	['dari', 'kabupaten', 'pamekasan', 'ke', 'kak', 'kabupaten', 'sumenep', 'pengin', 'mengunjungi', 'pantai', 'sembilan', 'hasilnya', 'mengecewakan', 'berangkatnya', 'ribu', 'pulang', 'nya', 'ribu', 'karcis', 'pantai', 'ribu', 'janjian', 'enggak', 'bakalan', 'kesini', 'lagi']	['kabupaten', 'pamekasan', 'kak', 'kabupaten', 'sumenep', 'pengin', 'mengunjungi', 'pantai', 'sembilan', 'hasilnya', 'mengecewakan', 'berangkatnya', 'ribu', 'pulang', 'ribu', 'karcis', 'pantai', 'ribu', 'janjian', 'kesini']	['kabupaten', 'pamekasan', 'kak', 'kabupaten', 'sumenep', 'pengin', 'unjung', 'pantai', 'sembilan', 'hasil', 'kecewa', 'berangkat', 'ribu', 'pulang', 'ribu', 'karcis', 'pantai', 'ribu', 'janji', 'kesini']
104	104	Reyhan Cikal	4 tahun lalu	Negatif	pantai sembilan	Pantai nya bagus, cuaca yang sangat panas. Jarang angin yang berhembus. Ketika mencoba menyelam untuk melihat dasar laut perairan dekat bibir pantai. Sungguh mengecewakan karena banyak sekali sampah. Terutama sampah plastik. Mohon untuk …	Pantai nya bagus cuaca yang sangat panas Jarang angin yang berhembus Ketika mencoba menyelam untuk melihat dasar laut perairan dekat bibir pantai Sungguh mengecewakan karena banyak sekali sampah Terutama sampah plastik Mohon untuk	['pantai', 'nya', 'bagus', 'cuaca', 'yang', 'sangat', 'panas', 'jarang', 'angin', 'yang', 'berhembus', 'ketika', 'mencoba', 'menyelam', 'untuk', 'melihat', 'dasar', 'laut', 'perairan', 'dekat', 'bibir', 'pantai', 'sungguh', 'mengecewakan', 'karena', 'banyak', 'sekali', 'sampah', 'terutama', 'sampah', 'plastik', 'mohon', 'untuk']	['pantai', 'nya', 'bagus', 'cuaca', 'yang', 'sangat', 'panas', 'jarang', 'angin', 'yang', 'berhembus', 'ketika', 'mencoba', 'menyelam', 'untuk', 'melihat', 'dasar', 'laut', 'perairan', 'dekat', 'bibir', 'pantai', 'sungguh', 'mengecewakan', 'karena', 'banyak', 'sekali', 'sampah', 'terutama', 'sampah', 'plastik', 'mohon', 'untuk']	['pantai', 'bagus', 'cuaca', 'panas', 'jarang', 'angin', 'berhembus', 'mencoba', 'menyelam', 'dasar', 'laut', 'perairan', 'bibir', 'pantai', 'sungguh', 'mengecewakan', 'sampah', 'sampah', 'plastik', 'mohon']	['pantai', 'bagus', 'cuaca', 'panas', 'jarang', 'angin', 'hembus', 'coba', 'selam', 'dasar', 'laut', 'air', 'bibir', 'pantai', 'sungguh', 'kecewa', 'sampah', 'sampah', 'plastik', 'mohon']
105	105	Dewi Masyitoh	4 tahun lalu	Negatif	pantai sembilan	Tempat yang cukup bagus. Sangat rapi sebagai tempat wisata.. fasilitas memadai. Sayang, krn penggunaan plastik masih cukup tinggi di kawasan ini, cukup berbahaya untuk kesehatan lingkungan di masa mendatang. Seperti es degan yg harus di …	Tempat yang cukup bagus Sangat rapi sebagai tempat wisata fasilitas memadai Sayang krn penggunaan plastik masih cukup tinggi di kawasan ini cukup berbahaya untuk kesehatan lingkungan di masa mendatang Seperti es degan yg harus di	['tempat', 'yang', 'cukup', 'bagus', 'sangat', 'rapi', 'sebagai', 'tempat', 'wisata', 'fasilitas', 'memadai', 'sayang', 'krn', 'penggunaan', 'plastik', 'masih', 'cukup', 'tinggi', 'di', 'kawasan', 'ini', 'cukup', 'berbahaya', 'untuk', 'kesehatan', 'lingkungan', 'di', 'masa', 'mendatang', 'seperti', 'es', 'degan', 'yg', 'harus', 'di']	['tempat', 'yang', 'cukup', 'bagus', 'sangat', 'rapi', 'sebagai', 'tempat', 'wisata', 'fasilitas', 'memadai', 'sayang', 'karena', 'penggunaan', 'plastik', 'masih', 'cukup', 'tinggi', 'di', 'kawasan', 'ini', 'cukup', 'berbahaya', 'untuk', 'kesehatan', 'lingkungan', 'di', 'masa', 'mendatang', 'seperti', 'es', 'degan', 'yang', 'harus', 'di']	['bagus', 'rapi', 'wisata', 'fasilitas', 'memadai', 'sayang', 'penggunaan', 'plastik', 'kawasan', 'berbahaya', 'kesehatan', 'lingkungan', 'es', 'degan']	['bagus', 'rapi', 'wisata', 'fasilitas', 'pada', 'sayang', 'guna', 'plastik', 'kawasan', 'bahaya', 'sehat', 'lingkung', 'es', 'degan']
106	106	muhamad iskandar	4 tahun lalu	Positif	pantai sembilan	"Tempat yg sangat luar biasa indah, pantai yg bersih dngan air laut yg jernih.
Cocok untuk yg pengen berlibur sambil menenangkan diri karena wisatawan yg tidak terlalu banyak tiap hari nya."	Tempat yg sangat luar biasa indah pantai yg bersih dngan air laut yg jernihCocok untuk yg pengen berlibur sambil menenangkan diri karena wisatawan yg tidak terlalu banyak tiap hari nya	['tempat', 'yg', 'sangat', 'luar', 'biasa', 'indah', 'pantai', 'yg', 'bersih', 'dngan', 'air', 'laut', 'yg', 'jernihcocok', 'untuk', 'yg', 'pengen', 'berlibur', 'sambil', 'menenangkan', 'diri', 'karena', 'wisatawan', 'yg', 'tidak', 'terlalu', 'banyak', 'tiap', 'hari', 'nya']	['tempat', 'yang', 'sangat', 'luar', 'biasa', 'indah', 'pantai', 'yang', 'bersih', 'dengan', 'air', 'laut', 'yang', 'jernihcocok', 'untuk', 'yang', 'pengin', 'berlibur', 'sambil', 'menenangkan', 'diri', 'karena', 'wisatawan', 'yang', 'tidak', 'terlalu', 'banyak', 'tiap', 'hari', 'nya']	['indah', 'pantai', 'bersih', 'air', 'laut', 'jernihcocok', 'pengin', 'berlibur', 'menenangkan', 'wisatawan']	['indah', 'pantai', 'bersih', 'air', 'laut', 'jernihcocok', 'pengin', 'libur', 'tenang', 'wisatawan']
107	107	Rangga Branco	4 tahun lalu	Positif	pantai sembilan	Gili Genting, Pantai sembilan memang istimewa untuk liburan . Tiket masuknya cuma 10ribu rupiah saja	Gili Genting Pantai sembilan memang istimewa untuk liburan Tiket masuknya cuma ribu rupiah saja	['gili', 'genting', 'pantai', 'sembilan', 'memang', 'istimewa', 'untuk', 'liburan', 'tiket', 'masuknya', 'cuma', 'ribu', 'rupiah', 'saja']	['gili', 'genting', 'pantai', 'sembilan', 'memang', 'istimewa', 'untuk', 'liburan', 'tiket', 'masuknya', 'cuma', 'ribu', 'rupiah', 'saja']	['gili', 'genting', 'pantai', 'sembilan', 'istimewa', 'liburan', 'tiket', 'masuknya', 'ribu', 'rupiah']	['gili', 'genting', 'pantai', 'sembilan', 'istimewa', 'libur', 'tiket', 'masuk', 'ribu', 'rupiah']
108	108	Nadyah Triasakti	setahun lalu	Positif	pantai sembilan	"Penyebrangan PP 20K
Tiket masuk 15K
Penginapan mulai harga 300, 500, 750 full ac"	Penyebrangan PP KTiket masuk KPenginapan mulai harga    full ac	['penyebrangan', 'pp', 'ktiket', 'masuk', 'kpenginapan', 'mulai', 'harga', 'full', 'ac']	['penyebrangan', 'pp', 'ktiket', 'masuk', 'kpenginapan', 'mulai', 'harga', 'full', 'ac']	['penyebrangan', 'pp', 'ktiket', 'masuk', 'kpenginapan', 'harga', 'full', 'ac']	['penyebrangan', 'pp', 'ktiket', 'masuk', 'kpenginapan', 'harga', 'full', 'ac']
109	109	Ilham Sandri Koto	setahun lalu	Negatif	pantai sembilan	Cukup bagus dan terawat, hanya sedikit kurang bersih saja pasirnya karena ada beberapa sampah	Cukup bagus dan terawat hanya sedikit kurang bersih saja pasirnya karena ada beberapa sampah	['cukup', 'bagus', 'dan', 'terawat', 'hanya', 'sedikit', 'kurang', 'bersih', 'saja', 'pasirnya', 'karena', 'ada', 'beberapa', 'sampah']	['cukup', 'bagus', 'dan', 'terawat', 'hanya', 'sedikit', 'kurang', 'bersih', 'saja', 'pasirnya', 'karena', 'ada', 'beberapa', 'sampah']	['bagus', 'terawat', 'bersih', 'pasirnya', 'sampah']	['bagus', 'awat', 'bersih', 'pasir', 'sampah']
110	110	Muhammad Prasetyo	5 tahun lalu	Positif	pantai sembilan	Salah satu objek wisata di Madura (Sumenep). Hamparan pasir putih di pantai ini memiliki keunikan tersendiri. Jika dilihat dari atas, garis pantai ini memiliki bentuk seperti angka sembilan dengan laguna air di tengahnya. Maka itu destinasi …	Salah satu objek wisata di Madura Sumenep Hamparan pasir putih di pantai ini memiliki keunikan tersendiri Jika dilihat dari atas garis pantai ini memiliki bentuk seperti angka sembilan dengan laguna air di tengahnya Maka itu destinasi	['salah', 'satu', 'objek', 'wisata', 'di', 'madura', 'sumenep', 'hamparan', 'pasir', 'putih', 'di', 'pantai', 'ini', 'memiliki', 'keunikan', 'tersendiri', 'jika', 'dilihat', 'dari', 'atas', 'garis', 'pantai', 'ini', 'memiliki', 'bentuk', 'seperti', 'angka', 'sembilan', 'dengan', 'laguna', 'air', 'di', 'tengahnya', 'maka', 'itu', 'destinasi']	['salah', 'satu', 'objek', 'wisata', 'di', 'madura', 'sumenep', 'hamparan', 'pasir', 'putih', 'di', 'pantai', 'ini', 'memiliki', 'keunikan', 'tersendiri', 'jika', 'dilihat', 'dari', 'atas', 'garis', 'pantai', 'ini', 'memiliki', 'bentuk', 'seperti', 'angka', 'sembilan', 'dengan', 'laguna', 'air', 'di', 'tengahnya', 'maka', 'itu', 'destinasi']	['salah', 'objek', 'wisata', 'madura', 'sumenep', 'hamparan', 'pasir', 'putih', 'pantai', 'memiliki', 'keunikan', 'tersendiri', 'garis', 'pantai', 'memiliki', 'bentuk', 'angka', 'sembilan', 'laguna', 'air', 'tengahnya', 'destinasi']	['salah', 'objek', 'wisata', 'madura', 'sumenep', 'hampar', 'pasir', 'putih', 'pantai', 'milik', 'uni', 'sendiri', 'garis', 'pantai', 'milik', 'bentuk', 'angka', 'sembilan', 'laguna', 'air', 'tengah', 'destinasi']
111	111	Fikar Ale	2 tahun lalu	Positif	pantai sembilan	Tempatnya bagus, apalagi kalo lagi surut. Air bersihnya juga ada dan banyak. Ombaknya ga terlalu besar, tapi sayang banyak ranting-ranting daun-daunan yang bikin kurang enak dilihat. Sampah plastiknya sedikit kok	Tempatnya bagus apalagi kalo lagi surut Air bersihnya juga ada dan banyak Ombaknya ga terlalu besar tapi sayang banyak rantingranting daundaunan yang bikin kurang enak dilihat Sampah plastiknya sedikit kok	['tempatnya', 'bagus', 'apalagi', 'kalo', 'lagi', 'surut', 'air', 'bersihnya', 'juga', 'ada', 'dan', 'banyak', 'ombaknya', 'ga', 'terlalu', 'besar', 'tapi', 'sayang', 'banyak', 'rantingranting', 'daundaunan', 'yang', 'bikin', 'kurang', 'enak', 'dilihat', 'sampah', 'plastiknya', 'sedikit', 'kok']	['tempatnya', 'bagus', 'apalagi', 'kalo', 'lagi', 'surut', 'air', 'bersihnya', 'juga', 'ada', 'dan', 'banyak', 'ombaknya', 'enggak', 'terlalu', 'besar', 'tapi', 'sayang', 'banyak', 'rantingranting', 'daundaunan', 'yang', 'bikin', 'kurang', 'enak', 'dilihat', 'sampah', 'plastiknya', 'sedikit', 'kok']	['tempatnya', 'bagus', 'surut', 'air', 'bersihnya', 'ombaknya', 'sayang', 'rantingranting', 'daundaunan', 'enak', 'sampah', 'plastiknya']	['tempat', 'bagus', 'surut', 'air', 'bersih', 'ombak', 'sayang', 'rantingranting', 'daundaunan', 'enak', 'sampah', 'plastik']
112	112	Fay Fay	5 tahun lalu	Positif	pantai sembilan	Its a beautifull beach ... it can be next destination after bali island. Airnya jernih spt kolam renang dg air yg tenang tanpa ombak jd aman utk anak2 berenang. Awesome	Its a beautifull beach it can be next destination after bali island Airnya jernih spt kolam renang dg air yg tenang tanpa ombak jd aman utk anak berenang Awesome	['its', 'a', 'beautifull', 'beach', 'it', 'can', 'be', 'next', 'destination', 'after', 'bali', 'island', 'airnya', 'jernih', 'spt', 'kolam', 'renang', 'dg', 'air', 'yg', 'tenang', 'tanpa', 'ombak', 'jd', 'aman', 'utk', 'anak', 'berenang', 'awesome']	['its', 'a', 'beautifull', 'beach', 'itu', 'can', 'be', 'next', 'destination', 'after', 'bali', 'island', 'airnya', 'jernih', 'seperti', 'kolam', 'renang', 'dengan', 'air', 'yang', 'tenang', 'tanpa', 'ombak', 'jadi', 'aman', 'untuk', 'anak', 'berenang', 'awesome']	['its', 'a', 'beautifull', 'beach', 'can', 'be', 'next', 'destination', 'after', 'bali', 'island', 'airnya', 'jernih', 'kolam', 'renang', 'air', 'tenang', 'ombak', 'aman', 'anak', 'berenang', 'awesome']	['its', 'a', 'beautifull', 'beach', 'can', 'be', 'next', 'destination', 'after', 'bal', 'island', 'air', 'jernih', 'kolam', 'renang', 'air', 'tenang', 'ombak', 'aman', 'anak', 'renang', 'awesome']
113	113	Ida Alifitriyah	3 tahun lalu	Positif	pantai sembilan	Tempat yg sangat nyaman dan hangat untuk bermalam. recomended banget untuk kalian melepas penat. view pantai sangat bagus, suasana malamnya sangat nyaman, fsilitas penginapan oke banget. plus, keramahan dari pak kades dan warga sekitar …	Tempat yg sangat nyaman dan hangat untuk bermalam recomended banget untuk kalian melepas penat view pantai sangat bagus suasana malamnya sangat nyaman fsilitas penginapan oke banget plus keramahan dari pak kades dan warga sekitar	['tempat', 'yg', 'sangat', 'nyaman', 'dan', 'hangat', 'untuk', 'bermalam', 'recomended', 'banget', 'untuk', 'kalian', 'melepas', 'penat', 'view', 'pantai', 'sangat', 'bagus', 'suasana', 'malamnya', 'sangat', 'nyaman', 'fsilitas', 'penginapan', 'oke', 'banget', 'plus', 'keramahan', 'dari', 'pak', 'kades', 'dan', 'warga', 'sekitar']	['tempat', 'yang', 'sangat', 'nyaman', 'dan', 'hangat', 'untuk', 'bermalam', 'recomended', 'banget', 'untuk', 'kalian', 'melepas', 'penat', 'view', 'pantai', 'sangat', 'bagus', 'suasana', 'malamnya', 'sangat', 'nyaman', 'fsilitas', 'penginapan', 'oke', 'banget', 'plus', 'keramahan', 'dari', 'pak', 'kades', 'dan', 'warga', 'sekitar']	['nyaman', 'hangat', 'bermalam', 'recomended', 'banget', 'melepas', 'penat', 'view', 'pantai', 'bagus', 'suasana', 'malamnya', 'nyaman', 'fsilitas', 'penginapan', 'oke', 'banget', 'plus', 'keramahan', 'kades', 'warga']	['nyaman', 'hangat', 'malam', 'recomended', 'banget', 'lepas', 'penat', 'view', 'pantai', 'bagus', 'suasana', 'malam', 'nyaman', 'fsilitas', 'inap', 'oke', 'banget', 'plus', 'ramah', 'kades', 'warga']
